Region,Min Temperature (°C),Max Temperature (°C),Min Rainfall (mm),Max Rainfall (mm),Suitable Plants,Fertilizer_Usage,Pest_Incidence,Labor_Availability,Market_Access,Latitude,Longitude,Crop Yield (tons/ha),Humidity (%),Soil pH
NR I,13.230465955591146,21.43464848086066,1063.4944190673566,1918.1874309056761,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",5.670596863577634,-8.432699958185523,47.60894566046703,55.55905890692823,-20.39236135685021,30.946225131563132,7.5102163151930155,77.02475456113666,6.9273934198242735
NR IV,23.633055269105476,33.973524997899894,521.0734195373117,815.786913593899,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",42.461034111742606,30.126016683683456,16.69907161068243,22.252332591212276,-19.970827149416976,28.312193988235585,0.6362663805009059,48.36128309266702,4.477426955531037
NR I,7.561933267259117,15.11900302109277,1031.7962640210867,1799.327975943632,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",3.4343099507636943,-4.450246581296799,37.96338951495131,63.4084778627856,-20.285889393785226,30.57956440727872,7.278827214439403,72.89984781441422,5.961206878979379
NR II,15.317445655155511,26.58863444093341,772.954873702173,1475.4000894459061,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",14.70133975101839,9.666896029625214,49.83195160554015,42.95526953913588,-18.70316935514404,27.31730580492985,5.033255144931236,71.88855606044812,5.711611072859159
NR III,20.332037928994286,29.70440383584903,498.4188803422447,849.4240557529157,"Maize, Cotton, Groundnuts, Sunflowers",32.181693451983385,24.380127093433792,34.56806674848907,26.119541015500552,-19.472509350057262,29.418978230479826,4.168874270283914,68.0936705239004,6.07684474867002
NR V,25.750873551776074,36.06711271365394,340.56608095752506,502.8996398956951,"Cattle, Game-ranching",52.20933326910558,36.87568132334454,28.53526711870405,7.327708792109384,-21.127684353689077,28.825629224661533,0.13038669601244124,56.54367167178483,4.257642108448055
NR IV,26.636659199893884,34.634486443215216,523.6653080149008,801.2753877498897,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",42.01707617855244,43.93243782272468,30.599386494595137,15.413970162274769,-19.893167519458984,28.400691760497942,2.261179582626135,63.65416940686008,5.201773378708157
NR IV,26.587009675422763,32.88936626123304,401.73252978366236,628.8058418662491,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",38.93342427707093,36.481724202849385,7.322329483568826,23.656863505630362,-20.239224664452415,28.595090480011066,2.4960141852710422,65.41089827891416,5.048861175233397
NR II,15.794458986684132,23.036078458348474,547.1177421597677,795.2514034297294,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",25.777500984165282,13.871263950475093,44.55970909648681,39.8136940196244,-18.299173824907545,27.51068609023278,5.4614533654029955,66.85511709749844,6.442818216954116
NR V,29.211014148372715,37.40090721737046,250.8064777965477,910.3526346310234,"Cattle, Game-ranching",45.64604918969049,52.59956070644008,10.626608334564837,20.088003057210564,-20.787652521695144,28.988109956141624,1.5743783977541599,59.169418858669694,4.534525232084622
NR I,11.712136899111314,16.17636420482071,1053.7861615457641,2262.2561742123617,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",14.492327343959552,-0.5390630209399951,47.949422157240825,42.45208613546135,-19.96076998589268,31.0727389921064,7.882633273158571,74.81525886410935,6.679273170767529
NR III,24.287031025325966,30.8317345718779,289.6506258947409,698.2386453330502,"Maize, Cotton, Groundnuts, Sunflowers",31.724803645697914,26.960667095902195,34.22057563799793,44.629471685258906,-19.21105313847839,29.262397086381643,2.7757480600147018,76.66429417746201,5.505208490586875
NR V,31.476133608732265,42.008483758940194,311.0229432521095,224.3882594536879,"Cattle, Game-ranching",53.74713914244687,57.69291861529152,23.065291777477263,12.937476527999566,-20.93259781754534,28.689719081113296,1.3031086649155543,53.5250118729209,4.808251371748926
NR II,16.177179151626014,29.25367560786018,732.3578735690194,609.8107733849238,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",15.94377862085646,20.78598263536066,36.36743951983554,35.82269764471566,-18.52194217607368,26.916257585335586,5.837574366454654,83.7887766986828,6.213334970154792
NR I,7.20847216917894,20.638788276118266,1030.849110494818,1922.6018214870119,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",12.619466683024223,-16.508388770556092,64.2049622846604,50.50955701711718,-20.3192259569579,30.603253840004477,8.337105071841899,68.55058794349758,6.846383635572988
NR III,22.966800166118958,28.36354726634225,479.3568217321672,655.415840818747,"Maize, Cotton, Groundnuts, Sunflowers",21.28154711295236,11.823363280319043,35.236806955555274,30.157922058793904,-19.10564060806465,29.364417946329095,1.0649646413834892,63.95399795139842,5.968456342007875
NR IV,23.10351100320004,33.72078590325984,355.03893156252565,645.2117510975548,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",42.42237835329192,57.854627759362494,15.079378175419244,25.5261697650999,-20.1009018936834,28.40843827435846,1.3675102967749826,55.56110123630314,4.891464697576698
NR IV,29.049555101845286,39.571828101564044,423.59477120458456,770.0678525736229,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",46.48419012015165,45.147366787811016,3.527825526907776,23.990187011013457,-19.654105178495804,28.273332757884763,1.1365403215818866,61.919429127267335,5.113176361365793
NR II,17.79728365688436,24.650873805549224,779.4993015484642,1043.8864035686418,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",7.111082230745611,13.735030446902437,39.61930853358775,40.44260394702937,-18.717138472266257,27.183393824046675,6.155006537342697,65.9839531490004,5.9124319862711445
NR I,10.974197151293497,22.64568599723867,1035.2892754067443,1866.407587319735,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",6.4202559791885845,13.814789028959474,49.60253120783791,63.30402806430059,-19.932069984367853,30.980370090815207,7.306827621144784,71.01027834624881,6.2075177139731235
NR III,18.844821658459523,24.72682093612136,341.87742476612823,701.6169178383616,"Maize, Cotton, Groundnuts, Sunflowers",34.26181673885024,26.82700335883679,30.80089637978648,26.74705468945833,-19.27508882422613,29.220629883687504,5.815260453253767,64.28146057484959,5.814660135065127
NR V,24.947921867262508,37.378330773436204,288.9233065866259,606.6240489199283,"Cattle, Game-ranching",45.40746479091694,56.007574455227534,17.341295890022366,6.478984299375281,-20.769373364392756,28.970439210637295,1.1130898809240692,56.10881688824409,4.482054402148575
NR IV,21.075494753174187,36.34251711863507,415.3040080830241,1063.1314343500903,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",32.147534261491785,22.69997680671004,14.247958497380118,32.62255238146671,-19.90667278505996,28.553923908352427,0.7404430169218781,61.86801714868294,5.256973829688501
NR III,16.677989849668705,28.325554773542905,550.9603396406777,1056.5158512390988,"Maize, Cotton, Groundnuts, Sunflowers",30.203937721334203,15.604793806616637,20.864329853557113,21.891794625818598,-19.04932895222537,29.387188477322226,4.254069158927297,61.87904236814795,5.7889286882292845
NR V,28.089039105505247,45.030670525440094,264.77127014447217,872.5833056552411,"Cattle, Game-ranching",46.165399494872055,46.011864724200294,14.894725000450284,9.949802537436986,-20.818185833163465,29.192244322844157,0.9568578417942544,46.609311293559195,4.658232571493398
NR II,16.00168036041572,28.51171033340897,634.6886657295174,741.3086097030606,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",25.26061295842671,29.590045602529493,45.29792055455409,48.01089051158913,-18.63454034530827,26.87501392680713,6.101271665466206,74.85125716506835,6.376744601223088
NR I,12.008233389512522,21.27821023111971,839.5595147750327,1933.6008239285422,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",13.098291320843746,13.27308532721852,62.41810822105958,60.1086816662308,-20.119181120023274,31.060743108899352,8.308259247749051,78.10283518522579,6.359433156330064
NR V,31.050573231170706,41.67285077383594,354.0769649681277,585.0937641985429,"Cattle, Game-ranching",51.358184830411545,50.64117272922512,9.096981113220664,6.567465082553205,-20.81973098133672,28.970132970911564,1.4970842089723053,63.137328913756065,4.297412564009237
NR I,13.269562867313075,24.479151282448136,958.1862836334841,2275.7322353290924,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",5.804807385409957,-11.445228659306263,66.90557122814636,34.85448820452632,-20.23857274329275,31.240014207436925,7.5860974459390045,83.02377389645757,6.5208786956243445
NR II,15.966623575215126,21.94970736085132,841.5786790962184,1100.0199857049033,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",22.524680135076714,14.422443334340864,41.59796877584115,24.122728161121522,-18.641575105869638,27.058838027964228,6.304689895519783,67.65729059772578,6.163360352711539
NR IV,24.294544478328973,39.32243215996891,442.37719343037566,403.2210868100002,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",35.55619853756299,32.40477329250396,21.979943173831746,17.152557766689643,-20.046943270003,28.507636505002008,2.881632166582876,56.915476312712045,4.581533074560425
NR III,20.316136114841765,27.505906838282776,457.07719457443767,1208.4014238406721,"Maize, Cotton, Groundnuts, Sunflowers",28.335052946002023,26.952831683393125,27.878005265552567,42.176578871036526,-18.904050510213768,29.686889970704723,3.6996450217946566,60.52774808081866,5.461724579701668
NR IV,21.78281630153736,35.55783230197656,527.1976239139696,497.57888823737125,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",37.5180371652232,20.530188551216426,18.2023441796183,9.636062906536695,-20.315449293374567,28.3279783902313,2.3059908623461842,60.887802907921724,4.814826382092063
NR III,17.794177601389016,32.45034134254803,500.4853083617076,325.7401320617677,"Maize, Cotton, Groundnuts, Sunflowers",33.372830079964864,33.05454143007105,35.905457950326344,35.043706997215125,-19.36983637903476,29.377888859736057,3.9421324735897127,58.089788730770685,5.600196242235493
NR II,15.68528296136499,29.36358365320313,799.6215005024732,886.4426863356412,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",11.59190146309368,3.7586725550901114,37.34711684458677,39.62672108505991,-18.5262130990217,26.872510142898992,6.521852935321866,78.87125940613373,5.88741634421635
NR V,30.779193239823616,37.7710142759712,317.6430867719968,666.025315387026,"Cattle, Game-ranching",38.55462855454649,66.00588239931666,5.62877247560267,18.866100414925448,-21.09931614423303,28.870644018212744,2.9625736344664135,62.12613148793278,4.2809734913418485
NR I,13.64338778257957,13.562437948070496,1056.3444364363124,1710.4057820831163,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",15.657334056848791,-7.663264087168237,58.07312945393306,46.41325455455509,-20.042859573877724,30.720720478661445,8.621083374138463,75.37228346053206,6.1741850377696705
NR IV,21.835399421831685,34.733235511671204,402.43062565181015,617.8730084694528,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",40.236877647881606,32.88711507855831,15.822691760531121,4.6611168899401445,-20.0131759825146,28.96921088611982,2.2744839549484954,60.45335995377873,4.950791558747625
NR III,16.270373959768033,31.186410805496454,532.9744191601773,904.525641398117,"Maize, Cotton, Groundnuts, Sunflowers",28.932410861739392,18.891480316233938,41.59734345905048,21.791263294530555,-18.786715647605696,29.446762904225785,4.174788804832823,70.55743598744016,4.782620332092273
NR V,30.52631942367308,42.847714750344345,363.44154933229896,456.77774624684963,"Cattle, Game-ranching",51.96719247313918,40.1257976076163,17.659752383388124,3.0969955006478855,-20.98139497823665,28.82504566613619,1.9925964842731128,62.57459488748596,4.852848258555574
NR II,17.708633419452564,25.580445180514964,641.2309762598807,960.2228008550428,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",23.880561915654162,16.165669347761035,49.333495227317655,47.340155548958755,-18.321449696940494,27.372385800587992,5.66594468704674,79.68370349101716,5.867521452391664
NR I,10.720408302816498,18.873491638380635,1172.4132152858806,1992.1290012368406,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",4.479115865557067,27.04535626037916,49.50856874982977,42.624309146833184,-20.074249454265036,31.0939201201344,5.562872625762839,73.61718826598664,6.564836243701467
NR II,14.161494832275755,26.897197997549917,830.7965469391459,1166.6634339886737,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",16.354245965191414,15.354453858657145,47.75258805579685,55.319779223486655,-18.801529469366358,27.02406559357683,5.364000068216174,75.02181487751989,6.549066822086362
NR I,7.328520183272303,18.540412199841658,999.500675365527,2107.148881568121,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",11.329454507301367,-1.0881094677753458,52.96243408039101,51.31430140535123,-19.638223466879634,30.82460038278012,8.818632819861012,75.48554771211319,6.2065286464271265
NR V,33.034449495318896,44.43962963312029,404.47829492425467,32.67736700730461,"Cattle, Game-ranching",46.80723950238689,62.22461248410394,10.3302148198083,-2.761023839190928,-20.867482297783823,28.91527004118864,1.2066460190625627,50.782354707433996,4.613583662857075
NR IV,25.91253978102634,38.247398810793875,338.0554957304203,446.4209833854443,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",29.08576930384015,28.732005186289626,2.946127333530864,9.732353958786419,-20.41372173858003,28.739077055615518,3.8100414493519965,59.11402653207498,5.418048223229109
NR III,19.642997949657126,34.749188705244094,500.21694920126015,452.2776620764027,"Maize, Cotton, Groundnuts, Sunflowers",26.29123950848739,26.966169768242004,22.301393528259766,16.732125197448177,-18.480778362584015,28.972562967917195,6.232324525867803,63.634831238800736,5.5454362252947185
NR III,24.383371655021087,30.740801818843188,606.4537123807834,769.3669213635317,"Maize, Cotton, Groundnuts, Sunflowers",31.32858116395592,35.24132309033703,41.92254139760851,31.468624033141772,-19.2477562935006,29.689140006506417,4.662242785476854,73.42441362438007,5.561431437310164
NR I,8.304640306243293,21.144331493963747,1011.4110499366038,1827.023412165837,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",5.743941863540041,1.6320226425696074,54.66691317321228,46.59213441811719,-19.838742090976673,30.975705082176894,7.155382063982239,72.24521866563025,7.407511158624297
NR IV,26.038968575665518,34.233158678417574,531.3400574537548,899.6179202142067,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",43.752135829623526,28.540211169503245,4.23188032690695,22.85699078328331,-20.117513806456195,28.341681164588035,0.7972905028025161,59.72961897588616,4.620611804188565
NR II,11.150412259862696,25.405384277186897,695.1411067028694,1135.1763904635145,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",22.86175311048698,-15.189805320793397,46.94805988134065,22.487501561302256,-18.510557139890903,27.49192822430144,6.5146444237666445,63.39939130024415,6.30490234657488
NR V,33.093175273530704,36.89496420956851,412.4914904035876,664.1721125433384,"Cattle, Game-ranching",47.864770452212696,38.14805411495588,16.420275927099972,31.52751756300075,-20.75941075934081,28.71922014382976,1.0445579938364815,48.24698919255091,4.571819175727828
NR II,16.62087100718192,28.277732166411255,762.7115422663855,607.0732688009698,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",25.86486104330605,29.92297866930609,34.26589554268506,39.738089319227655,-18.456712358028437,27.071930320368786,7.9418627451345865,68.39437133829054,6.061886813415893
NR V,25.57799284561595,39.38033995331955,338.59482079966915,655.1774555316464,"Cattle, Game-ranching",45.82827928064668,60.695699638507854,18.607945010460995,10.501882948075886,-21.070974875116793,28.780086983121688,0.8921249805408693,50.961302833553546,4.783282411953089
NR III,22.266618969903043,32.734373230939696,492.03908340409214,770.1221659580605,"Maize, Cotton, Groundnuts, Sunflowers",26.857097931631717,25.80101689427743,31.273889724100734,21.400913623022078,-18.702894056749102,29.595791512185937,3.206388779572732,69.83965894327731,5.90240275420922
NR I,18.564637736949898,21.451623648283366,972.4819469248969,2360.8571410433133,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",10.337309088490434,12.199249953145475,44.87049085085151,40.855989011211804,-20.28047282137521,30.807713491062675,6.1036113531628144,69.35539729539042,6.373327691547916
NR IV,25.966578142617614,38.42336786191843,372.45819062077817,695.1652831272821,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",31.64691454874619,35.927527681330524,19.391088861618925,31.193692394063923,-19.950753527298193,28.8693759832274,1.6293905446708545,58.818406075970394,4.773899121234571
NR III,18.73108709405159,30.23272083966058,410.4768530507838,924.5783595130002,"Maize, Cotton, Groundnuts, Sunflowers",34.283116825337416,30.904962156597943,28.336043928710062,29.299591008244533,-18.858006821662812,29.45726377597883,3.1069382616711785,63.5647138618129,5.88744516448942
NR I,10.452391128271538,19.550805891506666,972.5147364088081,2179.1169679966897,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",6.844005711534276,4.843783373849378,56.085529560664256,27.471447072235925,-19.977981341131727,30.722276555646342,7.39200278077457,75.58756152530451,6.247827619075013
NR IV,24.763114591023708,36.93534938884052,472.88933134616803,826.9714004188708,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",32.23293569065494,25.071338229074435,17.666127249498224,19.029391522815686,-20.192000918709294,28.29115020789434,2.092571566912998,52.22637453437018,5.048485028258833
NR V,26.81966291094502,43.14266853810994,333.36922580056773,461.71370515525666,"Cattle, Game-ranching",49.19892300713876,50.89589616817972,9.125949954844751,15.119793966809496,-20.872424530916504,29.060927659279628,1.1870313274388615,51.299978227195936,4.955491504454371
NR II,17.506769098845535,28.11871992153739,631.7344154918358,1091.8164520454914,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",13.249701450609692,22.953209392798996,32.596610200500024,41.73966481168063,-18.239691079030074,27.14395843317229,7.773966293758138,60.63232449561371,6.490408635966666
NR II,14.916933976382678,24.141946834660963,756.6814933964921,606.3916846924835,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",22.84715020469581,7.56611493042117,37.90478123264504,44.027569231366314,-18.679066638289868,26.86470972571747,5.757545218973261,72.22087598958764,5.728993897390868
NR V,30.068441910994316,36.50437340243587,471.1316299285472,426.7036497170352,"Cattle, Game-ranching",58.894656435679984,46.68154027307392,30.6782242633725,11.73713422556279,-20.95754878688568,28.730401302036743,-0.001748987042675676,63.63319777385966,4.378239535246165
NR I,6.8019337191022995,17.551505625541203,830.9600697208363,2266.556637764239,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",12.97688719284406,-9.186542181280664,56.11881882044812,28.352320200422096,-20.237710110647953,31.07108191503416,8.293495824026072,72.81545570795842,6.791198227907199
NR III,21.734803305244828,29.090266469056555,551.2862872899339,869.3261062792305,"Maize, Cotton, Groundnuts, Sunflowers",28.47041899526348,13.221285834885304,27.574847049567147,31.13141558431769,-19.45460552595182,29.47207730884467,4.490660548326942,64.18721250211121,5.8440812458559535
NR IV,31.20052918064671,32.39390768608243,707.3894907453117,621.7968357888499,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",43.282853597099844,40.22972105727339,27.445762559024267,29.374112710089506,-20.167971455826446,28.15487734513133,0.17575708757711972,65.40997939557808,4.74317498880767
NR III,18.400174549242216,29.537157892322725,448.9840849246212,574.6747246997085,"Maize, Cotton, Groundnuts, Sunflowers",32.52027223924117,12.869797889233103,25.06562049728685,35.54435346208374,-19.14242868895426,29.719728476382652,3.5833745857802772,62.35269010279758,5.744095859734584
NR IV,22.631884951053078,35.891135454515855,308.8746435658362,729.3009769698426,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",50.914709587199354,35.10828449726983,5.800688711971908,44.45636622903178,-19.78227677442534,28.589591110870067,1.8844758562975592,58.488571772994774,5.116022133473784
NR II,15.239716188293253,24.992622766926125,783.3228456006237,1012.1480592945866,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",14.113192849664351,21.5226806079796,48.093642452471364,34.42228756144841,-18.63167307242808,27.0380880070491,6.139668822246989,65.30689535949028,5.554531883848401
NR I,8.179057111114279,18.451083793838535,822.4935446157342,1945.438521751829,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",9.17404756230879,9.838051602340823,31.351565237902655,65.03765987021723,-20.092564206795096,30.757596148742905,6.334598183113024,75.82345456209926,6.643141935793545
NR V,25.630503568454593,39.20432777235011,245.92143291950146,529.3735640342423,"Cattle, Game-ranching",50.30994654458499,63.17588331054192,23.786198951101625,9.377654410515477,-21.015608679437268,28.715228721764312,0.9888290898703614,54.14558994025076,4.3979603136752985
NR III,20.861785217835834,29.805150529420587,405.1645978852848,929.5396420737662,"Maize, Cotton, Groundnuts, Sunflowers",33.018825086286554,19.64665455076472,17.626847408720444,16.338393045105246,-19.072529427442092,29.36830871617977,3.7317616311013406,68.40466513980854,5.731523257244827
NR I,9.225466842491857,21.63073306997384,1099.2454246654754,1988.7427631469932,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",11.600911139780012,-14.630792277948935,64.45910136268611,48.73988147144535,-20.45160652504622,31.07419286829318,9.107577480034212,71.97154094407992,6.652210167142786
NR II,14.600242917931228,22.69873100984321,878.9025015661057,947.4068094847604,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",19.4475413517,4.034086946283168,29.098435820764927,40.49189414127002,-18.79437206767164,27.444010734273093,5.548763648872965,75.19225314082352,5.418496373955599
NR IV,25.07807726165932,34.0121478406188,475.0808380752503,937.0495948185923,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",34.91570203281182,29.267560296741948,11.695431499251422,33.943682687101344,-20.18571225099122,28.797590279796367,0.9197065864522853,67.10548126258841,4.621855482663911
NR V,30.48293954110168,38.14678151871216,415.3028052852442,221.39248623814865,"Cattle, Game-ranching",43.92037849160141,50.72639863407478,1.1687352044330446,9.054335603254534,-21.184309376065727,29.155316601975706,-0.35428240292111,57.66617923914035,5.200183229258937
NR IV,24.164679433879417,35.74622316583161,532.7608843040654,564.6860915824795,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",39.33354839668384,44.91027756671407,25.526824457720878,25.753627704528245,-20.19963835817937,28.873158844409556,1.0634710081985586,55.98598011593862,4.709955194647619
NR II,12.653402712066232,21.878141361942564,789.9165472614897,1035.9111382717997,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",9.558647018868916,21.284492508764565,55.921335989874265,41.70466971944566,-18.980664895317446,27.235081026100282,6.0499032598549825,65.00913177496767,6.248069027753613
NR I,7.9069155078965565,18.635492401560132,1016.674805553773,2251.201148130704,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",12.396618873536145,5.212863490502819,66.31277593315329,44.244444958384236,-20.004679177367613,30.698339287763392,7.909275409565631,74.58647869602959,6.215900015584671
NR V,36.7369617647106,40.060722637188206,249.77052117170206,159.99974733650612,"Cattle, Game-ranching",58.51440629157407,52.81735364965656,6.9301223986310845,4.300750387381546,-21.18383190089937,29.059005376116982,1.654929509732545,54.38600557515696,4.635996794582384
NR III,24.81318139163603,28.494434081327526,408.3077926326019,805.7927641400584,"Maize, Cotton, Groundnuts, Sunflowers",30.045312177303153,30.719746348647977,22.39253870965755,20.701970500811424,-19.220473671560075,29.463445452927868,2.0877257773663014,72.17536549765995,5.790255370269474
NR V,27.29033010341234,34.77681567822347,388.32800242435457,804.2111404772218,"Cattle, Game-ranching",39.68951989666263,41.888883915702145,7.978765716755941,6.648324055543562,-21.081824432868423,28.885992324568385,0.4439906307164244,40.643111451645005,4.6159825209323415
NR I,11.161827103617732,22.975281389484753,1044.317439685654,2181.790107570936,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",6.090173265604914,9.375017804430055,41.325329490018525,43.314666702174414,-19.94552662743951,30.734111000161775,8.211389499461935,68.63654649577369,6.406628201789148
NR IV,27.275344451251588,38.91413459640866,451.47057906642874,883.9942787427345,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",44.06196915363383,20.220475715276226,27.489034292120216,10.843454341893466,-20.186074345810276,28.65194026613918,3.183433560212684,69.34852388463125,5.203568379688587
NR II,13.424493425176532,27.336302042918614,939.5151210409873,1073.9031694035511,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",24.681758427350875,24.51674608349011,23.245870749618337,45.75977954335467,-18.743699906433285,27.105124972359754,6.444398762771855,70.05470250855527,5.9923948741168624
NR III,21.324981256969195,31.113889372112013,457.8257299832682,116.32929895177699,"Maize, Cotton, Groundnuts, Sunflowers",27.145569252005277,17.818981988616343,12.87434479929302,44.62394255491009,-19.066590154452964,29.006069549528387,1.6632951634920108,64.60106158829466,5.32705980231885
NR II,19.13758173229175,28.191756122695356,663.0147398609419,867.8708077149097,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",17.523516434060998,12.910369653390735,27.401642105436114,22.06801257643332,-18.93085100426596,26.975235678643163,6.82052662104878,65.42727518220903,6.116697114943443
NR III,18.549617479510353,31.222447844705442,513.6652625197087,770.5810390565924,"Maize, Cotton, Groundnuts, Sunflowers",30.51483034582207,25.34119980316921,43.27146526818968,24.034357230441728,-19.26702169292492,29.11891064107768,3.040668692457069,56.34527797609148,5.697764051316061
NR V,26.560154815153943,43.73134162272347,376.78096051156814,590.5338609807694,"Cattle, Game-ranching",56.079896983845444,44.9336408659485,15.670247070880789,16.74765626946722,-21.140207256136726,29.024069513648957,1.9279078582034974,52.17426290640851,4.746494559942024
NR IV,21.18106129008943,28.674956433422167,356.48268350639745,570.8497021560054,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",47.07579404433778,25.556810035383698,13.95976308530285,-1.689016206592786,-20.533400951826774,28.51871315584886,3.9105179740521656,62.64014801824728,4.703639809925592
NR I,7.578228662067384,21.32253678349662,1081.53830146093,2094.7949545501874,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",8.702604359670225,-24.779354426823936,45.96558768503959,48.30880013586082,-20.034171745219826,31.12588636398903,8.425566411561732,66.55298285759793,6.542598860461173
NR IV,29.05217587645786,33.909992977649004,553.1323494225492,264.1703028168626,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",35.57802903041141,50.02302109909351,21.869443768959663,26.901215097784423,-19.801683775032377,28.659443088722337,2.5086517725920237,55.18806194606874,5.416123122859807
NR I,4.681465265246619,19.923309489072615,1154.3714970619149,1629.0625608960158,"Coffee, Tea, Bananas, Apples, Potatoes, Peas, Vegetables, Proteas",8.80452230645848,-1.9227895910189226,53.2717771804499,54.25172130627664,-20.381408796396173,30.94298540874522,7.644770183332336,73.57240280121535,6.546990598970234
NR III,21.227806789724685,30.892973058854402,387.92028179567654,622.5652106009278,"Maize, Cotton, Groundnuts, Sunflowers",27.042122299215762,42.39197839922785,22.845803325496586,32.44054944943839,-18.837443123477627,29.117549859772563,5.2705946614730435,63.74783242114846,5.573695028246593
NR II,9.304094932051214,25.78348254048937,863.0481846645866,896.5637894456912,"Tobacco, Maize, Cotton, Wheat, Soybeans, Sorghum, Groundnuts",21.051126078208316,10.290597801434819,69.58707645862823,33.582408009573214,-18.410092384158407,26.949579509996873,5.343901346024177,65.99100408387794,5.959981782131901
NR V,30.53377634614961,34.29870686745338,338.9237990189072,448.78828684505856,"Cattle, Game-ranching",47.384992000351154,40.02759951642569,16.236452327555952,6.088887084298717,-20.537190290333328,29.03138079888876,0.9852873020470791,63.38549925629363,4.217584352058996
NR IV,22.80052545842601,35.53316834836034,431.4206543570394,448.73914555278384,"Drought-tolerant Maize, Sorghum, Pearl Millet, Finger Millet",47.24038334307105,40.25167243783808,-0.6433731324113481,35.117051563639954,-20.171516455146605,28.396017800602767,0.6412905127443314,50.380792403476704,4.777258894968659
